transaction_id,client_id,date,product,quantity,unit_price,total
22,88,2019-01-01,Potatoes,1,2.3,2.3
22,88,2019-01-01,Ice Cubes,1,1,1
22,88,2019-01-01,Ice Cream,1,5,5
22,88,2019-01-01,Milk,1,1.5,1.5
23,90,2019-01-01,Ice Cubes,3,1,3
24,71,2019-01-01,Milk,4,1.5,6.0
24,71,2019-01-01,Lettuce,4,2,8
24,71,2019-01-01,Ice Cubes,4,1,4
25,98,2019-01-01,Potatoes,1,2.3,2.3
25,98,2019-01-01,Orange Juice,1,3.5,3.5
26,92,2019-01-01,Bread,2,2,4
26,92,2019-01-01,Tomatoes,2,5,10
26,92,2019-01-01,Ice Cubes,2,1,2
27,73,2019-01-01,Pasta,4,3,12
28,51,2019-01-01,Bread,3,2,6
29,55,2019-01-01,Milk,4,1.5,6.0
29,55,2019-01-01,Cheese,4,2.5,10.0
29,55,2019-01-01,Pasta,4,3,12
29,55,2019-01-01,Carrots,4,2.7,10.8
30,77,2019-01-01,Carrots,5,2.7,13.5
30,77,2019-01-01,Lettuce,5,2,10
30,77,2019-01-01,Tomatoes,5,5,25
31,65,2019-01-01,Orange Juice,3,3.5,10.5
31,65,2019-01-01,Ice Cream,3,5,15
32,63,2019-01-01,Potatoes,1,2.3,2.3
32,63,2019-01-01,Orange Juice,1,3.5,3.5
32,63,2019-01-01,Pasta,1,3,3
32,63,2019-01-01,Cheese,1,2.5,2.5
33,19,2019-01-01,Tomatoes,3,5,15
33,19,2019-01-01,Pasta,3,3,9
33,19,2019-01-01,Ice Cubes,3,1,3
33,19,2019-01-01,Orange Juice,3,3.5,10.5
34,10,2019-01-01,Ice Cubes,4,1,4
34,10,2019-01-01,Milk,4,1.5,6.0
35,31,2019-01-01,Lettuce,3,2,6
35,31,2019-01-01,Cheese,3,2.5,7.5
35,31,2019-01-01,Ice Cubes,3,1,3
35,31,2019-01-01,Ice Cream,3,5,15
36,29,2019-01-01,Lettuce,5,2,10
36,29,2019-01-01,Ice Cream,5,5,25
36,29,2019-01-01,Milk,5,1.5,7.5
37,43,2019-01-01,Ice Cubes,3,1,3
37,43,2019-01-01,Lettuce,3,2,6
37,43,2019-01-01,Orange Juice,3,3.5,10.5
38,4,2019-01-01,Bread,4,2,8
38,4,2019-01-01,Tomatoes,4,5,20
38,4,2019-01-01,Orange Juice,4,3.5,14.0
38,4,2019-01-01,Pasta,4,3,12
39,91,2019-01-01,Orange Juice,5,3.5,17.5
39,91,2019-01-01,Bread,5,2,10
39,91,2019-01-01,Tomatoes,5,5,25
39,91,2019-01-01,Ice Cubes,5,1,5
39,91,2019-01-01,Milk,5,1.5,7.5
40,85,2019-01-01,Pasta,5,3,15
41,67,2019-01-01,Milk,2,1.5,3.0
41,67,2019-01-01,Potatoes,2,2.3,4.6
41,67,2019-01-01,Lettuce,2,2,4
41,67,2019-01-01,Ice Cubes,2,1,2
41,67,2019-01-01,Tomatoes,2,5,10
42,63,2019-01-01,Pasta,2,3,6
42,63,2019-01-01,Orange Juice,2,3.5,7.0
43,38,2019-01-01,Milk,2,1.5,3.0
43,38,2019-01-01,Tomatoes,2,5,10
44,71,2019-01-01,Ice Cream,5,5,25
45,38,2019-01-01,Carrots,5,2.7,13.5
45,38,2019-01-01,Lettuce,5,2,10
45,38,2019-01-01,Ice Cream,5,5,25
45,38,2019-01-01,Ice Cubes,5,1,5
45,38,2019-01-01,Tomatoes,5,5,25
46,50,2019-01-02,Milk,3,1.5,4.5
46,50,2019-01-02,Carrots,3,2.7,8.100000000000001
46,50,2019-01-02,Orange Juice,3,3.5,10.5
46,50,2019-01-02,Cheese,3,2.5,7.5
46,50,2019-01-02,Ice Cream,3,5,15
47,56,2019-01-02,Orange Juice,3,3.5,10.5
48,79,2019-01-02,Carrots,4,2.7,10.8
48,79,2019-01-02,Orange Juice,4,3.5,14.0
49,1,2019-01-02,Orange Juice,3,3.5,10.5
49,1,2019-01-02,Cheese,3,2.5,7.5
50,7,2019-01-02,Ice Cream,2,5,10
50,7,2019-01-02,Orange Juice,2,3.5,7.0
50,7,2019-01-02,Lettuce,2,2,4
50,7,2019-01-02,Milk,2,1.5,3.0
51,75,2019-01-02,Carrots,2,2.7,5.4
51,75,2019-01-02,Ice Cream,2,5,10
51,75,2019-01-02,Orange Juice,2,3.5,7.0
52,40,2019-01-02,Lettuce,4,2,8
52,40,2019-01-02,Pasta,4,3,12
52,40,2019-01-02,Milk,4,1.5,6.0
52,40,2019-01-02,Ice Cream,4,5,20
52,40,2019-01-02,Tomatoes,4,5,20
53,51,2019-01-02,Bread,3,2,6
53,51,2019-01-02,Ice Cream,3,5,15
53,51,2019-01-02,Pasta,3,3,9
54,11,2019-01-02,Lettuce,2,2,4
55,99,2019-01-02,Ice Cubes,3,1,3
55,99,2019-01-02,Milk,3,1.5,4.5
56,28,2019-01-02,Potatoes,3,2.3,6.8999999999999995
56,28,2019-01-02,Lettuce,3,2,6
56,28,2019-01-02,Pasta,3,3,9
56,28,2019-01-02,Bread,3,2,6
57,74,2019-01-02,Milk,4,1.5,6.0
58,97,2019-01-02,Carrots,2,2.7,5.4
59,79,2019-01-02,Lettuce,2,2,4
59,79,2019-01-02,Pasta,2,3,6
59,79,2019-01-02,Ice Cream,2,5,10
59,79,2019-01-02,Tomatoes,2,5,10
60,82,2019-01-02,Cheese,3,2.5,7.5
60,82,2019-01-02,Ice Cubes,3,1,3
60,82,2019-01-02,Bread,3,2,6
60,82,2019-01-02,Tomatoes,3,5,15
60,82,2019-01-02,Lettuce,3,2,6
61,70,2019-01-02,Cheese,3,2.5,7.5
61,70,2019-01-02,Ice Cubes,3,1,3
61,70,2019-01-02,Ice Cream,3,5,15
61,70,2019-01-02,Bread,3,2,6
62,44,2019-01-02,Orange Juice,2,3.5,7.0
63,27,2019-01-02,Potatoes,3,2.3,6.8999999999999995
63,27,2019-01-02,Tomatoes,3,5,15
63,27,2019-01-02,Orange Juice,3,3.5,10.5
64,75,2019-01-02,Bread,2,2,4
65,61,2019-01-02,Orange Juice,4,3.5,14.0
65,61,2019-01-02,Ice Cubes,4,1,4
65,61,2019-01-02,Potatoes,4,2.3,9.2
65,61,2019-01-02,Pasta,4,3,12
65,61,2019-01-02,Lettuce,4,2,8
66,35,2019-01-02,Cheese,2,2.5,5.0
66,35,2019-01-02,Carrots,2,2.7,5.4
66,35,2019-01-02,Ice Cream,2,5,10
67,99,2019-01-02,Milk,5,1.5,7.5
67,99,2019-01-02,Carrots,5,2.7,13.5
67,99,2019-01-02,Pasta,5,3,15
67,99,2019-01-02,Ice Cubes,5,1,5
67,99,2019-01-02,Lettuce,5,2,10
68,97,2019-01-02,Pasta,4,3,12
68,97,2019-01-02,Ice Cream,4,5,20
68,97,2019-01-02,Bread,4,2,8
69,70,2019-01-02,Potatoes,3,2.3,6.8999999999999995
70,16,2019-01-02,Lettuce,5,2,10
70,16,2019-01-02,Carrots,5,2.7,13.5
71,54,2019-01-02,Ice Cream,1,5,5
71,54,2019-01-02,Lettuce,1,2,2
71,54,2019-01-02,Cheese,1,2.5,2.5
72,50,2019-01-02,Lettuce,2,2,4
72,50,2019-01-02,Carrots,2,2.7,5.4
72,50,2019-01-02,Tomatoes,2,5,10
72,50,2019-01-02,Potatoes,2,2.3,4.6
73,89,2019-01-02,Pasta,3,3,9
73,89,2019-01-02,Tomatoes,3,5,15
73,89,2019-01-02,Potatoes,3,2.3,6.8999999999999995
73,89,2019-01-02,Cheese,3,2.5,7.5
73,89,2019-01-02,Carrots,3,2.7,8.100000000000001
74,34,2019-01-02,Pasta,1,3,3
74,34,2019-01-02,Milk,1,1.5,1.5
74,34,2019-01-02,Carrots,1,2.7,2.7
74,34,2019-01-02,Ice Cream,1,5,5
75,31,2019-01-02,Lettuce,2,2,4
75,31,2019-01-02,Pasta,2,3,6
75,31,2019-01-02,Potatoes,2,2.3,4.6
75,31,2019-01-02,Bread,2,2,4
75,31,2019-01-02,Milk,2,1.5,3.0
76,85,2019-01-02,Lettuce,5,2,10
76,85,2019-01-02,Ice Cream,5,5,25
77,40,2019-01-02,Potatoes,3,2.3,6.8999999999999995
78,101,2019-01-02,Ice Cubes,4,1,4
78,101,2019-01-02,Orange Juice,4,3.5,14.0
78,101,2019-01-02,Lettuce,4,2,8
78,101,2019-01-02,Tomatoes,4,5,20
79,59,2019-01-02,Carrots,4,2.7,10.8
79,59,2019-01-02,Ice Cubes,4,1,4
79,59,2019-01-02,Ice Cream,4,5,20
79,59,2019-01-02,Lettuce,4,2,8
80,70,2019-01-02,Pasta,4,3,12
80,70,2019-01-02,Milk,4,1.5,6.0
80,70,2019-01-02,Ice Cubes,4,1,4
81,73,2019-01-02,Potatoes,2,2.3,4.6
81,73,2019-01-02,Bread,2,2,4
81,73,2019-01-02,Milk,2,1.5,3.0
82,41,2019-01-02,Pasta,5,3,15
82,41,2019-01-02,Milk,5,1.5,7.5
82,41,2019-01-02,Cheese,5,2.5,12.5
82,41,2019-01-02,Bread,5,2,10
82,41,2019-01-02,Tomatoes,5,5,25
83,59,2019-01-02,Cheese,5,2.5,12.5
84,63,2019-01-02,Carrots,5,2.7,13.5
84,63,2019-01-02,Lettuce,5,2,10
85,63,2019-01-02,Ice Cream,5,5,25
85,63,2019-01-02,Carrots,5,2.7,13.5
86,55,2019-01-02,Carrots,1,2.7,2.7
86,55,2019-01-02,Milk,1,1.5,1.5
86,55,2019-01-02,Ice Cubes,1,1,1
87,43,2019-01-02,Lettuce,1,2,2
87,43,2019-01-02,Carrots,1,2.7,2.7
87,43,2019-01-02,Tomatoes,1,5,5
87,43,2019-01-02,Orange Juice,1,3.5,3.5
88,1,2019-01-03,Bread,2,2,4
88,1,2019-01-03,Ice Cubes,2,1,2
88,1,2019-01-03,Carrots,2,2.7,5.4
88,1,2019-01-03,Cheese,2,2.5,5.0
89,31,2019-01-03,Pasta,4,3,12
89,31,2019-01-03,Bread,4,2,8
90,24,2019-01-03,Orange Juice,3,3.5,10.5
90,24,2019-01-03,Cheese,3,2.5,7.5
91,99,2019-01-03,Cheese,2,2.5,5.0
91,99,2019-01-03,Orange Juice,2,3.5,7.0
91,99,2019-01-03,Ice Cream,2,5,10
91,99,2019-01-03,Lettuce,2,2,4
92,5,2019-01-03,Bread,5,2,10
92,5,2019-01-03,Tomatoes,5,5,25
92,5,2019-01-03,Ice Cubes,5,1,5
92,5,2019-01-03,Potatoes,5,2.3,11.5
92,5,2019-01-03,Orange Juice,5,3.5,17.5
93,82,2019-01-03,Tomatoes,3,5,15
93,82,2019-01-03,Milk,3,1.5,4.5
93,82,2019-01-03,Bread,3,2,6
93,82,2019-01-03,Ice Cream,3,5,15
93,82,2019-01-03,Carrots,3,2.7,8.100000000000001
94,59,2019-01-03,Lettuce,5,2,10
95,101,2019-01-03,Ice Cubes,2,1,2
95,101,2019-01-03,Carrots,2,2.7,5.4
96,89,2019-01-03,Tomatoes,5,5,25
97,66,2019-01-03,Bread,3,2,6
97,66,2019-01-03,Potatoes,3,2.3,6.8999999999999995
97,66,2019-01-03,Orange Juice,3,3.5,10.5
97,66,2019-01-03,Tomatoes,3,5,15
98,48,2019-01-03,Milk,1,1.5,1.5
98,48,2019-01-03,Carrots,1,2.7,2.7
98,48,2019-01-03,Bread,1,2,2
98,48,2019-01-03,Cheese,1,2.5,2.5
99,59,2019-01-03,Tomatoes,2,5,10
99,59,2019-01-03,Lettuce,2,2,4
99,59,2019-01-03,Milk,2,1.5,3.0
99,59,2019-01-03,Carrots,2,2.7,5.4
99,59,2019-01-03,Orange Juice,2,3.5,7.0
100,61,2019-01-03,Cheese,5,2.5,12.5
100,61,2019-01-03,Tomatoes,5,5,25
101,98,2019-01-03,Orange Juice,4,3.5,14.0
101,98,2019-01-03,Potatoes,4,2.3,9.2
101,98,2019-01-03,Tomatoes,4,5,20
101,98,2019-01-03,Milk,4,1.5,6.0
101,98,2019-01-03,Bread,4,2,8
102,29,2019-01-03,Cheese,3,2.5,7.5
102,29,2019-01-03,Orange Juice,3,3.5,10.5
102,29,2019-01-03,Milk,3,1.5,4.5
102,29,2019-01-03,Bread,3,2,6
102,29,2019-01-03,Ice Cream,3,5,15
103,71,2019-01-03,Potatoes,4,2.3,9.2
103,71,2019-01-03,Milk,4,1.5,6.0
103,71,2019-01-03,Lettuce,4,2,8
103,71,2019-01-03,Carrots,4,2.7,10.8
103,71,2019-01-03,Bread,4,2,8
104,90,2019-01-03,Pasta,3,3,9
105,20,2019-01-03,Orange Juice,4,3.5,14.0
105,20,2019-01-03,Pasta,4,3,12
105,20,2019-01-03,Milk,4,1.5,6.0
105,20,2019-01-03,Tomatoes,4,5,20
106,79,2019-01-03,Pasta,5,3,15
107,85,2019-01-03,Lettuce,5,2,10
107,85,2019-01-03,Ice Cream,5,5,25
107,85,2019-01-03,Milk,5,1.5,7.5
107,85,2019-01-03,Pasta,5,3,15
107,85,2019-01-03,Cheese,5,2.5,12.5
108,42,2019-01-03,Orange Juice,1,3.5,3.5
108,42,2019-01-03,Carrots,1,2.7,2.7
109,51,2019-01-03,Carrots,2,2.7,5.4
110,95,2019-01-03,Cheese,3,2.5,7.5
110,95,2019-01-03,Ice Cream,3,5,15
110,95,2019-01-03,Pasta,3,3,9
111,64,2019-01-03,Pasta,5,3,15
111,64,2019-01-03,Tomatoes,5,5,25
112,26,2019-01-03,Ice Cream,5,5,25
112,26,2019-01-03,Potatoes,5,2.3,11.5
113,62,2019-01-03,Cheese,4,2.5,10.0
113,62,2019-01-03,Ice Cream,4,5,20
114,96,2019-01-03,Pasta,2,3,6
114,96,2019-01-03,Tomatoes,2,5,10
115,65,2019-01-03,Potatoes,4,2.3,9.2
115,65,2019-01-03,Carrots,4,2.7,10.8
115,65,2019-01-03,Bread,4,2,8
115,65,2019-01-03,Pasta,4,3,12
116,47,2019-01-03,Orange Juice,4,3.5,14.0
116,47,2019-01-03,Bread,4,2,8
117,40,2019-01-03,Tomatoes,3,5,15
117,40,2019-01-03,Ice Cream,3,5,15
117,40,2019-01-03,Bread,3,2,6
117,40,2019-01-03,Cheese,3,2.5,7.5
117,40,2019-01-03,Milk,3,1.5,4.5
118,54,2019-01-03,Ice Cubes,2,1,2
118,54,2019-01-03,Bread,2,2,4
118,54,2019-01-03,Ice Cream,2,5,10
118,54,2019-01-03,Orange Juice,2,3.5,7.0
119,25,2019-01-03,Lettuce,4,2,8
119,25,2019-01-03,Ice Cubes,4,1,4
119,25,2019-01-03,Pasta,4,3,12
120,101,2019-01-03,Lettuce,5,2,10
120,101,2019-01-03,Ice Cubes,5,1,5
121,34,2019-01-03,Pasta,3,3,9
121,34,2019-01-03,Cheese,3,2.5,7.5
122,24,2019-01-04,Milk,2,1.5,3.0
123,31,2019-01-04,Ice Cubes,4,1,4
123,31,2019-01-04,Bread,4,2,8
124,23,2019-01-04,Carrots,4,2.7,10.8
124,23,2019-01-04,Ice Cream,4,5,20
124,23,2019-01-04,Cheese,4,2.5,10.0
125,52,2019-01-04,Carrots,4,2.7,10.8
125,52,2019-01-04,Ice Cream,4,5,20
125,52,2019-01-04,Orange Juice,4,3.5,14.0
126,50,2019-01-04,Bread,1,2,2
127,46,2019-01-04,Lettuce,1,2,2
127,46,2019-01-04,Tomatoes,1,5,5
127,46,2019-01-04,Pasta,1,3,3
127,46,2019-01-04,Ice Cubes,1,1,1
127,46,2019-01-04,Milk,1,1.5,1.5
128,40,2019-01-04,Milk,1,1.5,1.5
129,101,2019-01-04,Ice Cubes,1,1,1
129,101,2019-01-04,Ice Cream,1,5,5
130,25,2019-01-04,Orange Juice,4,3.5,14.0
130,25,2019-01-04,Carrots,4,2.7,10.8
130,25,2019-01-04,Cheese,4,2.5,10.0
130,25,2019-01-04,Ice Cubes,4,1,4
131,85,2019-01-04,Ice Cubes,5,1,5
132,60,2019-01-04,Milk,5,1.5,7.5
132,60,2019-01-04,Carrots,5,2.7,13.5
132,60,2019-01-04,Ice Cream,5,5,25
132,60,2019-01-04,Orange Juice,5,3.5,17.5
132,60,2019-01-04,Pasta,5,3,15
133,42,2019-01-04,Carrots,3,2.7,8.100000000000001
134,39,2019-01-04,Lettuce,3,2,6
134,39,2019-01-04,Pasta,3,3,9
135,66,2019-01-04,Bread,3,2,6
136,40,2019-01-04,Milk,1,1.5,1.5
136,40,2019-01-04,Pasta,1,3,3
136,40,2019-01-04,Ice Cubes,1,1,1
136,40,2019-01-04,Potatoes,1,2.3,2.3
137,80,2019-01-04,Tomatoes,4,5,20
137,80,2019-01-04,Potatoes,4,2.3,9.2
137,80,2019-01-04,Pasta,4,3,12
137,80,2019-01-04,Ice Cubes,4,1,4
137,80,2019-01-04,Milk,4,1.5,6.0
138,53,2019-01-04,Cheese,2,2.5,5.0
138,53,2019-01-04,Carrots,2,2.7,5.4
138,53,2019-01-04,Orange Juice,2,3.5,7.0
138,53,2019-01-04,Milk,2,1.5,3.0
139,20,2019-01-04,Pasta,3,3,9
139,20,2019-01-04,Carrots,3,2.7,8.100000000000001
140,83,2019-01-04,Milk,3,1.5,4.5
140,83,2019-01-04,Potatoes,3,2.3,6.8999999999999995
140,83,2019-01-04,Lettuce,3,2,6
141,6,2019-01-04,Carrots,1,2.7,2.7
141,6,2019-01-04,Tomatoes,1,5,5
141,6,2019-01-04,Orange Juice,1,3.5,3.5
142,82,2019-01-04,Carrots,4,2.7,10.8
142,82,2019-01-04,Ice Cream,4,5,20
142,82,2019-01-04,Cheese,4,2.5,10.0
143,46,2019-01-04,Milk,4,1.5,6.0
143,46,2019-01-04,Ice Cubes,4,1,4
144,16,2019-01-04,Carrots,2,2.7,5.4
144,16,2019-01-04,Orange Juice,2,3.5,7.0
144,16,2019-01-04,Milk,2,1.5,3.0
144,16,2019-01-04,Pasta,2,3,6
144,16,2019-01-04,Cheese,2,2.5,5.0
145,54,2019-01-04,Tomatoes,3,5,15
145,54,2019-01-04,Carrots,3,2.7,8.100000000000001
145,54,2019-01-04,Milk,3,1.5,4.5
145,54,2019-01-04,Orange Juice,3,3.5,10.5
145,54,2019-01-04,Ice Cream,3,5,15
146,51,2019-01-04,Potatoes,3,2.3,6.8999999999999995
147,75,2019-01-04,Tomatoes,1,5,5
147,75,2019-01-04,Pasta,1,3,3
147,75,2019-01-04,Lettuce,1,2,2
147,75,2019-01-04,Ice Cream,1,5,5
148,57,2019-01-04,Tomatoes,4,5,20
149,35,2019-01-04,Tomatoes,3,5,15
149,35,2019-01-04,Carrots,3,2.7,8.100000000000001
150,46,2019-01-04,Bread,2,2,4
151,16,2019-01-04,Carrots,1,2.7,2.7
152,50,2019-01-04,Lettuce,1,2,2
152,50,2019-01-04,Pasta,1,3,3
152,50,2019-01-04,Cheese,1,2.5,2.5
153,72,2019-01-04,Orange Juice,5,3.5,17.5
153,72,2019-01-04,Pasta,5,3,15
153,72,2019-01-04,Tomatoes,5,5,25
153,72,2019-01-04,Milk,5,1.5,7.5
154,37,2019-01-04,Carrots,5,2.7,13.5
155,49,2019-01-04,Potatoes,2,2.3,4.6
155,49,2019-01-04,Cheese,2,2.5,5.0
156,89,2019-01-04,Cheese,3,2.5,7.5
156,89,2019-01-04,Ice Cream,3,5,15
156,89,2019-01-04,Pasta,3,3,9
157,98,2019-01-04,Orange Juice,3,3.5,10.5
157,98,2019-01-04,Ice Cream,3,5,15
157,98,2019-01-04,Cheese,3,2.5,7.5
157,98,2019-01-04,Potatoes,3,2.3,6.8999999999999995
157,98,2019-01-04,Carrots,3,2.7,8.100000000000001
158,74,2019-01-04,Cheese,5,2.5,12.5
159,86,2019-01-04,Carrots,5,2.7,13.5
159,86,2019-01-04,Cheese,5,2.5,12.5
159,86,2019-01-04,Tomatoes,5,5,25
159,86,2019-01-04,Orange Juice,5,3.5,17.5
159,86,2019-01-04,Ice Cream,5,5,25
160,43,2019-01-04,Carrots,3,2.7,8.100000000000001
160,43,2019-01-04,Cheese,3,2.5,7.5
161,44,2019-01-04,Orange Juice,1,3.5,3.5
161,44,2019-01-04,Bread,1,2,2
161,44,2019-01-04,Milk,1,1.5,1.5
161,44,2019-01-04,Potatoes,1,2.3,2.3
162,59,2019-01-04,Pasta,1,3,3
162,59,2019-01-04,Bread,1,2,2
162,59,2019-01-04,Milk,1,1.5,1.5
162,59,2019-01-04,Ice Cubes,1,1,1
162,59,2019-01-04,Tomatoes,1,5,5
163,3,2019-01-04,Tomatoes,5,5,25
163,3,2019-01-04,Ice Cubes,5,1,5
163,3,2019-01-04,Potatoes,5,2.3,11.5
163,3,2019-01-04,Cheese,5,2.5,12.5
164,38,2019-01-04,Ice Cream,5,5,25
165,59,2019-01-04,Carrots,3,2.7,8.100000000000001
166,53,2019-01-04,Bread,5,2,10
166,53,2019-01-04,Cheese,5,2.5,12.5
166,53,2019-01-04,Ice Cubes,5,1,5
166,53,2019-01-04,Orange Juice,5,3.5,17.5
167,36,2019-01-04,Ice Cubes,3,1,3
167,36,2019-01-04,Tomatoes,3,5,15
167,36,2019-01-04,Orange Juice,3,3.5,10.5
167,36,2019-01-04,Milk,3,1.5,4.5
167,36,2019-01-04,Ice Cream,3,5,15
168,61,2019-01-04,Ice Cream,3,5,15
168,61,2019-01-04,Bread,3,2,6
168,61,2019-01-04,Cheese,3,2.5,7.5
169,101,2019-01-04,Tomatoes,2,5,10
169,101,2019-01-04,Cheese,2,2.5,5.0
169,101,2019-01-04,Lettuce,2,2,4
169,101,2019-01-04,Ice Cream,2,5,10
170,80,2019-01-04,Pasta,1,3,3
170,80,2019-01-04,Carrots,1,2.7,2.7
170,80,2019-01-04,Milk,1,1.5,1.5
170,80,2019-01-04,Potatoes,1,2.3,2.3
170,80,2019-01-04,Lettuce,1,2,2
171,22,2019-01-04,Cheese,2,2.5,5.0
171,22,2019-01-04,Ice Cubes,2,1,2
171,22,2019-01-04,Orange Juice,2,3.5,7.0
171,22,2019-01-04,Potatoes,2,2.3,4.6
171,22,2019-01-04,Milk,2,1.5,3.0
172,86,2019-01-05,Potatoes,1,2.3,2.3
172,86,2019-01-05,Tomatoes,1,5,5
172,86,2019-01-05,Ice Cream,1,5,5
172,86,2019-01-05,Bread,1,2,2
173,61,2019-01-05,Tomatoes,4,5,20
173,61,2019-01-05,Ice Cubes,4,1,4
173,61,2019-01-05,Milk,4,1.5,6.0
173,61,2019-01-05,Pasta,4,3,12
174,24,2019-01-05,Carrots,5,2.7,13.5
175,9,2019-01-05,Potatoes,2,2.3,4.6
175,9,2019-01-05,Tomatoes,2,5,10
175,9,2019-01-05,Cheese,2,2.5,5.0
175,9,2019-01-05,Ice Cream,2,5,10
175,9,2019-01-05,Lettuce,2,2,4
176,70,2019-01-05,Bread,5,2,10
176,70,2019-01-05,Tomatoes,5,5,25
177,70,2019-01-05,Tomatoes,2,5,10
177,70,2019-01-05,Carrots,2,2.7,5.4
177,70,2019-01-05,Orange Juice,2,3.5,7.0
178,69,2019-01-05,Carrots,3,2.7,8.100000000000001
178,69,2019-01-05,Milk,3,1.5,4.5
179,22,2019-01-05,Milk,3,1.5,4.5
179,22,2019-01-05,Orange Juice,3,3.5,10.5
179,22,2019-01-05,Potatoes,3,2.3,6.8999999999999995
180,81,2019-01-05,Ice Cubes,1,1,1
180,81,2019-01-05,Milk,1,1.5,1.5
180,81,2019-01-05,Lettuce,1,2,2
180,81,2019-01-05,Tomatoes,1,5,5
181,39,2019-01-05,Lettuce,1,2,2
181,39,2019-01-05,Ice Cream,1,5,5
182,39,2019-01-05,Ice Cubes,5,1,5
182,39,2019-01-05,Cheese,5,2.5,12.5
182,39,2019-01-05,Orange Juice,5,3.5,17.5
183,79,2019-01-05,Orange Juice,3,3.5,10.5
183,79,2019-01-05,Ice Cream,3,5,15
184,9,2019-01-05,Potatoes,1,2.3,2.3
184,9,2019-01-05,Tomatoes,1,5,5
185,87,2019-01-05,Ice Cubes,2,1,2
185,87,2019-01-05,Ice Cream,2,5,10
186,94,2019-01-05,Milk,1,1.5,1.5
186,94,2019-01-05,Ice Cream,1,5,5
186,94,2019-01-05,Bread,1,2,2
186,94,2019-01-05,Potatoes,1,2.3,2.3
187,50,2019-01-05,Ice Cream,4,5,20
188,68,2019-01-05,Tomatoes,4,5,20
188,68,2019-01-05,Ice Cubes,4,1,4
188,68,2019-01-05,Carrots,4,2.7,10.8
